longitude,latitude,Agglomerative,KMeans
-2.08838,52.5108,1,1
0.005959,51.5399,1,2
-0.144235,51.524,1,2
-2.14656,53.6041,1,1
-0.468684,51.8895,1,2
-0.340977,51.4534,1,2
-3.00786,56.4852,1,3
-1.58847,54.9743,1,1
-1.99131,50.7993,1,2
-2.64265,53.6407,1,1
-0.343204,53.7408,1,1
0.021235,50.8793,1,2
-2.20803,51.317,1,1
-3.03509,53.2098,1,1
-2.14284,52.5865,1,1
-3.02123,53.3884,1,1
-2.16112,52.4989,1,1
-1.49614,52.5152,1,1
-4.04948,55.7862,1,3
-2.24205,53.4688,1,1
-2.92334,53.2775,1,1
-1.13363,50.7938,1,2
-0.143747,51.5962,1,2
-0.752427,51.2434,1,2
-1.49469,52.436,1,1
-0.764174,51.4995,1,2
-2.2379,53.5877,1,1
-1.35505,54.5055,1,1
-0.488984,52.025,1,2
-1.4677,53.2308,1,1
-1.13723,52.9615,1,1
0.16093,51.5996,1,2
0.310692,51.4946,1,2
-1.20978,53.0407,1,1
-0.430341,51.4119,1,2
-2.16691,53.4008,1,1
-3.05162,53.8152,1,1
-0.224879,51.4928,1,2
-1.24449,53.1115,1,1
-1.77982,53.7696,1,1
0.75726,52.033,1,2
-1.53319,52.2861,1,1
-4.28929,55.8663,1,3
-1.83382,51.5515,1,1
-2.39631,53.7436,1,1
-0.135466,51.6468,1,2
0.096359,51.4013,1,2
-1.15084,52.6001,1,1
-1.62224,54.9541,1,1
-0.750658,51.3086,1,2
-5.03491,50.2718,1,1
-1.78204,52.4517,1,1
-3.60317,50.5287,1,1
0.143774,51.5419,1,2
-1.73826,52.4895,1,1
-4.34093,55.8531,1,3
-0.397828,51.5766,1,2
-3.94897,51.6723,1,1
-0.221104,51.549,1,2
-2.17454,53.0218,1,1
-4.27825,55.8742,1,3
-0.214193,51.3126,1,2
-4.34863,55.8352,1,3
0.058988,51.5614,1,2
0.002037,51.4966,1,2
-4.27128,55.8535,1,3
-1.83241,52.671,1,1
-0.056925,51.5465,1,2
-2.76337,53.4652,1,1
-1.48286,52.4155,1,1
-1.12915,52.9337,1,1
-5.12338,50.2638,1,1
-2.9811,51.3406,1,1
-1.60964,53.4857,1,1
-2.15066,53.3966,1,1
-1.59611,54.9282,1,1
-3.06546,55.896,1,3
-2.09238,53.4989,1,1
-0.163653,51.4246,1,2
-4.05649,50.3915,1,1
-2.00336,52.5239,1,1
-0.013669,51.5628,1,2
-3.18567,55.9573,1,3
-0.141574,50.8247,1,2
-1.87527,52.4734,1,1
-1.46988,53.4176,1,1
-0.067775,51.4844,1,2
-0.355511,51.5095,1,2
-1.42909,53.2614,1,1
-2.13348,53.5315,1,1
-1.81229,52.5006,1,1
-0.212607,51.2389,1,2
-0.193522,51.5898,1,2
-3.44789,51.6149,1,1
-1.3865,53.9302,1,1
-0.252854,51.556,1,2
-3.40573,53.3246,1,1
-2.24528,53.4539,1,1
-4.14873,55.8621,1,3
-2.38421,53.4963,1,1
-4.15319,55.8504,1,3
-1.21341,53.0296,1,1
-3.29292,51.5745,1,1
-1.48042,52.9223,1,1
-2.40992,53.5988,1,1
-1.45757,53.4279,1,1
-2.1177,52.5688,1,1
-1.43104,54.882,1,1
-1.50549,53.6811,1,1
-1.42944,53.4041,1,1
-1.4841,53.4615,1,1
-4.37503,55.8518,1,3
-0.160555,51.5017,1,2
0.106695,51.4072,1,2
-1.32478,54.571,1,1
-1.47794,53.3861,1,1
-2.59355,51.4361,1,1
-1.50423,53.8273,1,1
-3.53126,55.8662,1,3
-0.368542,50.8146,1,2
-0.24898,51.3787,1,2
-1.91924,52.4988,1,1
-1.45294,53.4127,1,1
0.556605,51.8894,1,2
-3.2002,51.5115,1,1
-1.81949,52.4705,1,1
-4.71775,50.467,1,1
-0.165572,51.5168,1,2
-1.48098,53.4703,1,1
-1.29196,52.895,1,1
-1.29075,52.366,1,1
0.301603,51.62,1,2
-0.96868,51.458,1,2
-1.51449,53.82,1,1
-1.87735,52.4655,1,1
-1.21477,50.8119,1,2
-0.099618,51.5465,1,2
-2.28816,53.5364,1,1
-1.12891,53.5217,1,1
-1.17178,52.6176,1,1
-4.40732,55.8467,1,3
-1.61623,54.9954,1,1
-4.02467,55.9379,1,3
-0.100756,51.4741,1,2
-2.24001,52.3787,1,1
-0.085882,51.6057,1,2
-1.55911,54.9303,1,1
-2.05855,52.5735,1,1
-1.48485,53.6727,1,1
0.26026,51.1442,1,2
-2.23325,53.4849,1,1
-0.445133,51.9024,1,2
-3.33538,51.6052,1,1
-3.13617,51.527,1,1
-0.296674,51.5955,1,2
-3.04898,53.2328,1,1
-1.80881,50.735,1,2
-0.13071,51.5163,1,2
-0.355283,51.5038,1,2
-2.88683,53.4262,1,1
0.219646,51.5688,1,2
-0.873333,52.2511,1,2
-3.18314,51.5314,1,1
-0.085209,51.5118,1,2
-2.21516,52.1918,1,1
-1.41877,50.9343,1,2
-0.470792,52.131,1,2
-2.49012,53.752,1,1
-2.04623,53.4854,1,1
-3.18662,51.4711,1,1
-1.64113,53.7366,1,1
-0.203032,51.5135,1,2
-2.88468,53.1915,1,1
-2.25462,53.0759,1,1
-4.32358,55.8543,1,3
0.889026,51.136,1,2
-0.10197,51.5662,1,2
-1.80259,51.5686,1,1
-1.78545,51.5633,1,1
-0.109776,51.6145,1,2
-2.90464,54.882,1,3
-1.89561,50.7622,1,2
-4.21916,55.8585,1,3
-2.01471,50.7639,1,2
0.523455,51.6138,1,2
-2.16502,52.5576,1,1
-0.434164,51.896,1,2
1.68718,52.4529,1,2
-0.194895,51.5297,1,2
-5.0983,50.2645,1,1
-1.91523,52.2883,1,1
-0.080308,51.5426,1,2
-1.87746,52.5344,1,1
-1.3131,53.4924,1,1
-4.12158,50.3684,1,1
-2.10538,52.4727,1,1
-1.43557,55.0377,1,1
-1.11544,53.2989,1,1
-1.6327,53.6955,1,1
-1.88785,52.4482,1,1
1.28529,52.629,1,2
-2.43028,53.6098,1,1
-1.95643,52.4334,1,1
0.860996,51.1567,1,2
-1.88789,52.4917,1,1
-1.38589,53.4307,1,1
0.319443,51.4797,1,2
0.000157,51.447,1,2
-3.4839,51.6428,1,1
0.12894,51.5516,1,2
-1.27234,52.93,1,1
0.755596,52.0344,1,2
-1.93237,52.4868,1,1
-0.064423,53.564,1,2
-1.33263,53.4386,1,1
-1.54582,53.8023,1,1
-1.85547,52.4942,1,1
-4.27003,55.8595,1,3
0.089116,51.4884,1,2
-4.02021,51.6643,1,1
1.40128,51.3511,1,2
-1.47176,52.4344,1,1
-0.738389,51.9933,1,2
-1.2562,53.4877,1,1
-3.21759,51.4827,1,1
-0.323363,53.7783,1,1
0.285697,51.2104,1,2
-0.179838,50.8303,1,2
0.121139,51.4893,1,2
-0.373033,50.8202,1,2
-0.202963,51.5079,1,2
0.286288,50.7818,1,2
-1.53979,53.7988,1,1
-2.72804,53.39,1,1
-0.302124,51.4105,1,2
0.208872,51.6055,1,2
-2.15158,52.5952,1,1
-1.25732,53.7082,1,1
-1.38297,50.9728,1,2
-0.178669,51.4124,1,2
-1.76229,53.7845,1,1
-1.11243,53.9336,1,1
-2.58892,53.3877,1,1
-1.72898,53.8186,1,1
-4.09566,50.364,1,1
-2.59657,51.458,1,1
-2.46669,53.7591,1,1
-1.07995,50.8247,1,2
0.718836,51.5352,1,2
-2.22068,53.4719,1,1
-3.16567,51.4854,1,1
-2.53782,53.425,1,1
-0.218975,51.9274,1,2
-2.11297,52.562,1,1
-1.15616,50.8109,1,2
-0.473968,51.7462,1,2
-0.097002,51.3739,1,2
-1.50466,53.3897,1,1
0.706136,51.5472,1,2
-0.824341,51.412,1,2
-0.222849,51.5153,1,2
-0.08707,51.5258,1,2
-0.168791,51.3537,1,2
0.693928,52.2331,1,2
-0.153303,50.837,1,2
-2.2129,53.4828,1,1
-4.26951,55.8369,1,3
-0.0699,51.5159,1,2
-1.48846,54.951,1,1
0.488836,51.3767,1,2
-2.96327,50.8655,1,1
0.579716,50.8829,1,2
-3.13555,51.6466,1,1
-1.5855,55.0198,1,1
0.896202,51.8973,1,2
-0.019801,51.6706,1,2
-0.02502,51.6104,1,2
-1.31275,54.5689,1,1
-0.755188,51.3374,1,2
0.002172,51.5522,1,2
-1.27755,50.8638,1,2
-1.86306,52.4715,1,1
-2.27605,53.4855,1,1
-0.105588,51.4791,1,2
-2.36175,51.3767,1,1
-4.43343,55.9219,1,3
-0.383357,51.4923,1,2
-1.74176,52.3948,1,1
-2.53083,51.4608,1,1
-1.31777,51.4065,1,2
-1.38582,54.9138,1,1
-3.28624,51.399,1,1
-1.78882,52.4804,1,1
-3.53797,50.4677,1,1
-2.91545,53.1956,1,1
0.455951,51.3986,1,2
-0.066954,53.5714,1,2
-0.981409,50.8513,1,2
-0.195494,51.5255,1,2
-0.048388,51.5134,1,2
-1.68821,53.8689,1,1
-1.82999,51.5728,1,1
0.303602,51.3939,1,2
-1.92401,52.4676,1,1
-0.261504,51.5524,1,2
-1.70981,54.9594,1,1
-2.09432,53.4931,1,1
-0.904548,51.4674,1,2
-0.121824,51.5186,1,2
-1.14784,50.7844,1,2
-0.091366,51.6195,1,2
-0.254228,51.6557,1,2
-1.84281,51.5799,1,1
-1.89584,52.4924,1,1
-0.709428,52.4117,1,2
-0.024961,52.0496,1,2
-0.156904,51.916,1,2
-4.33499,55.8395,1,3
-2.57163,51.5236,1,1
-0.149748,51.4697,1,2
-2.99648,53.4621,1,1
-1.26644,52.371,1,1
0.73046,51.5487,1,2
-1.06059,53.7868,1,1
-0.26425,51.5219,1,2
-1.09635,51.2758,1,2
0.089936,52.5442,1,2
-4.10928,50.3764,1,1
-2.24903,53.7847,1,1
-0.224584,51.4929,1,2
-2.10637,53.607,1,1
-3.1635,55.9284,1,3
-0.251583,53.7452,1,1
-1.28573,52.8851,1,1
-1.43656,53.4002,1,1
1.22945,52.6454,1,2
-2.96817,56.4825,1,3
0.059779,51.4703,1,2
-1.70263,53.7645,1,1
-2.22261,53.4104,1,1
-0.895622,51.527,1,2
-0.052856,51.4729,1,2
-1.35916,54.8344,1,1
-0.125864,51.5009,1,2
-0.007981,52.9698,1,2
-4.24441,55.8697,1,3
-2.12935,52.5139,1,1
0.216493,51.6049,1,2
-2.84325,53.4214,1,1
-1.79921,51.5832,1,1
-2.61586,51.437,1,1
-0.059974,51.624,1,2
-0.196931,51.2404,1,2
0.09784,52.5398,1,2
-0.119342,51.4038,1,2
-0.059868,51.5146,1,2
0.726109,51.3357,1,2
-0.195401,51.8007,1,2
-1.1438,52.998,1,1
-0.429614,51.4205,1,2
-1.66132,53.809,1,1
-1.9361,52.7579,1,1
0.462737,51.7382,1,2
-1.14683,53.3199,1,1
-0.00879,51.5126,1,2
-3.18271,55.9599,1,3
-0.206,51.4966,1,2
-1.11685,52.9756,1,1
-0.045632,51.7021,1,2
1.2157,52.6938,1,2
-0.470184,51.5063,1,2
-4.23065,55.889,1,3
-0.883042,52.2378,1,2
-2.10502,53.4905,1,1
-3.51243,50.4663,1,1
0.078084,51.5435,1,2
-2.91433,53.5504,1,1
-1.60428,54.971,1,1
-1.43629,50.9215,1,2
-0.169647,51.4078,1,2
-1.77663,53.7984,1,1
-0.468192,51.4582,1,2
-1.66936,54.9786,1,1
-0.797778,51.815,1,2
-0.00331,51.5489,1,2
-2.33536,53.6097,1,1
-3.94794,55.7776,1,3
-1.05122,50.8554,1,2
-0.225742,51.4928,1,2
-0.407984,51.3766,1,2
0.120037,51.4501,1,2
-0.904569,52.226,1,2
-1.85671,52.4767,1,1
-1.52016,54.885,1,1
-1.95974,50.7216,1,2
0.00405,51.5392,1,2
-1.82823,52.6811,1,1
-1.10219,53.5226,1,1
0.535061,51.2613,1,2
-1.80519,53.7951,1,1
-2.74273,54.3315,1,1
-2.22986,52.3757,1,1
-3.63864,55.0881,1,3
-1.17007,52.9645,1,1
-0.176695,52.3414,1,2
-0.2067,51.6071,1,2
-1.57566,54.9001,1,1
0.525785,51.3796,1,2
-1.9932,52.4516,1,1
-3.4226,56.4023,1,3
-1.87114,53.7247,1,1
-2.13933,57.1604,1,3
-0.469337,51.7376,1,2
-1.0705,50.7862,1,2
-0.010017,51.4811,1,2
-3.05007,53.2161,1,1
-1.83472,52.4112,1,1
-0.072972,51.5592,1,2
-1.26425,51.7753,1,2
-1.46109,52.4289,1,1
-1.84511,50.7275,1,2
-2.49955,53.7286,1,1
0.010619,51.4788,1,2
-0.122765,51.5378,1,2
-1.6568,54.6362,1,1
-3.39887,53.3355,1,1
-1.58481,53.8209,1,1
0.036842,51.4047,1,2
-0.041487,50.8073,1,2
-1.93254,52.4718,1,1
-1.13851,52.9946,1,1
-0.595875,51.5097,1,2
-1.54832,54.5551,1,1
-3.95067,51.6142,1,1
-2.86251,53.4214,1,1
-0.603402,51.678,1,2
-2.06943,52.4549,1,1
-3.94084,51.6175,1,1
-0.115269,50.8468,1,2
-0.351508,53.7494,1,1
-0.451903,51.5185,1,2
-0.173292,51.5147,1,2
-2.10426,53.5508,1,1
-1.82452,52.573,1,1
-0.249219,51.553,1,2
-2.24417,52.3858,1,1
0.10545,51.7735,1,2
-0.055764,51.5128,1,2
-1.64132,53.8035,1,1
-4.16562,55.844,1,3
0.478248,51.7199,1,2
0.077139,51.6177,1,2
-3.02869,53.492,1,1
-1.33154,53.508,1,1
-0.412556,51.4645,1,2
-2.91763,53.4098,1,1
-4.00949,55.7992,1,3
-0.409719,51.4136,1,2
-1.78449,50.7238,1,2
1.40206,51.3384,1,2
-2.09346,57.1302,1,3
-0.192245,51.4801,1,2
0.061916,51.4826,1,2
-3.19039,51.5386,1,1
-1.50008,52.9065,1,1
-2.48687,50.6124,1,1
-0.14763,50.8224,1,2
-2.18609,53.0032,1,1
-2.18602,53.3668,1,1
-1.52714,52.2619,1,1
-0.224289,51.4931,1,2
-1.23584,52.9245,1,1
-0.16807,51.4437,1,2
-1.92616,52.4174,1,1
-0.02293,51.4723,1,2
-4.36297,55.8478,1,3
-4.29911,55.8458,1,3
-0.078645,51.476,1,2
-3.04435,53.4179,1,1
-1.09165,52.6423,1,1
-0.178469,51.5259,1,2
-0.56057,51.3173,1,2
-2.19558,53.4533,1,1
-1.88878,52.312,1,1
-0.675641,53.565,1,1
-2.5649,51.4343,1,1
-0.995874,51.4782,1,2
-0.632706,53.5665,1,1
-2.10575,57.1521,1,3
-1.67682,53.7085,1,1
-3.97749,55.7817,1,3
-2.5641,51.4744,1,1
-0.165661,51.554,1,2
-2.11269,53.5428,1,1
-3.07544,53.4216,1,1
-1.5092,52.52,1,1
-3.20648,51.4819,1,1
-1.13985,52.7318,1,1
-3.20528,51.4853,1,1
-0.388109,51.5127,1,2
-1.78039,53.8356,1,1
-2.08765,52.5161,1,1
-2.26042,53.5165,1,1
-0.345873,51.4732,1,2
-0.116085,51.3676,1,2
-2.90706,53.429,1,1
-0.047432,51.4751,1,2
-2.46456,56.727,1,3
-1.49533,52.9444,1,1
-2.02298,52.5543,1,1
-1.47721,52.3959,1,1
-1.75879,53.7329,1,1
-1.19947,51.7337,1,2
-2.63163,53.5407,1,1
-1.45789,54.9724,1,1
1.17869,51.8027,1,2
-4.49482,55.6114,1,3
-2.1054,52.6048,1,1
-0.541949,53.1661,1,1
-2.95971,51.588,1,1
-0.062227,51.588,1,2
-0.896629,52.2273,1,2
-0.772863,52.011,1,2
-2.61041,51.4053,1,1
-2.9994,53.4258,1,1
-2.51157,53.4322,1,1
-1.89335,52.5469,1,1
-2.23423,53.4711,1,1
-0.146678,51.5987,1,2
-1.35262,50.9224,1,2
-1.98949,52.5909,1,1
-4.01362,51.5809,1,1
-0.242569,51.7589,1,2
-1.03385,51.4526,1,2
-1.07968,50.8169,1,2
0.020975,51.5306,1,2
-0.92602,50.863,1,2
-4.20815,55.8335,1,3
0.026761,51.3132,1,2
0.715108,51.5331,1,2
0.014798,51.4462,1,2
-0.365341,51.5851,1,2
-1.4551,51.211,1,2
-3.23457,55.9337,1,3
-1.24399,53.1394,1,1
-0.554323,51.3198,1,2
-2.89257,53.3839,1,1
-0.23997,51.5497,1,2
-2.64704,53.5419,1,1
0.145765,51.5474,1,2
-2.14315,52.4527,1,1
0.848188,51.1484,1,2
-2.23726,53.4742,1,1
-2.52605,51.6091,1,1
1.29867,52.096,1,2
-3.03263,53.4121,1,1
-0.057153,51.5378,1,2
0.127581,51.5318,1,2
0.329769,51.6284,1,2
-0.122783,50.8188,1,2
-0.137737,50.8212,1,2
-1.9064,52.5817,1,1
0.715928,51.5542,1,2
-2.26697,53.407,1,1
-0.884824,52.7492,1,1
-0.382501,50.8091,1,2
-0.07586,51.5455,1,2
-1.09462,53.9682,1,1
-1.82646,52.6801,1,1
-3.62138,50.5289,1,1
-0.217171,51.7342,1,2
-0.132076,51.3665,1,2
-3.19077,51.6472,1,1
-0.077944,51.5269,1,2
-1.50857,53.7413,1,1
-0.119954,51.5325,1,2
-2.39491,51.5404,1,1
-3.48313,50.7275,1,1
-1.32153,54.5712,1,1
0.628466,51.9403,1,2
-2.58325,51.4974,1,1
-1.77021,50.8615,1,2
-2.12106,52.9817,1,1
-0.176534,51.3901,1,2
0.533658,51.3972,1,2
-0.181747,51.5159,1,2
0.020051,51.5455,1,2
-1.42792,53.4051,1,1
-0.390408,53.7316,1,1
-2.1216,51.4623,1,1
-2.16834,53.0001,1,1
-3.25518,55.9077,1,3
-2.16032,53.5265,1,1
0.064405,51.509,1,2
-2.24673,53.4705,1,1
-0.720837,51.5242,1,2
-1.37198,52.7371,1,1
-1.1513,52.9501,1,1
-0.182906,51.5556,1,2
-3.02341,53.4793,1,1
-1.453,53.2206,1,1
-1.57649,54.5076,1,1
-1.80971,52.4835,1,1
0.459034,51.7393,1,2
-0.43007,51.8925,1,2
-1.16662,52.9583,1,1
-1.83076,52.4859,1,1
-1.54754,53.798,1,1
-0.082037,51.5392,1,2
-1.57729,53.7686,1,1
-0.258901,52.0907,1,2
0.050245,51.63,1,2
-0.39991,54.2857,1,1
0.179501,51.8662,1,2
-0.188893,51.2445,1,2
-1.60018,55.132,1,1
-3.03939,53.8182,1,1
-0.731336,52.011,1,2
-1.3787,50.8979,1,2
-1.41729,53.3574,1,1
-0.072702,51.5759,1,2
-2.35491,53.3994,1,1
-1.73729,53.6807,1,1
-1.74663,53.7899,1,1
-1.92897,52.4982,1,1
-2.69457,53.7621,1,1
-2.73996,52.0714,1,1
-1.06398,54.5305,1,1
-3.22758,50.9785,1,1
-1.43127,53.8074,1,1
0.295522,51.4507,1,2
-1.36429,50.985,1,2
-4.29347,55.8992,1,3
-1.35594,52.7405,1,1
-2.63186,53.5458,1,1
-3.22,51.5781,1,1
-0.207078,51.6452,1,2
-2.5845,56.5679,1,3
-1.0506,54.5946,1,1
-1.72961,53.8861,1,1
-0.051681,51.4261,1,2
-1.29853,52.9209,1,1
1.10026,51.2903,1,2
0.093334,51.5301,1,2
-1.14811,50.8086,1,2
-3.13755,51.4783,1,1
-3.05127,53.1916,1,1
-3.17508,55.9725,1,3
-2.17806,53.0077,1,1
-1.26454,52.3704,1,1
-1.50225,52.4178,1,1
-1.93017,52.4799,1,1
-1.56053,55.1718,1,1
-3.45024,56.3963,1,3
-2.97962,53.8475,1,1
0.402139,52.7486,1,2
0.088347,51.4369,1,2
-1.58406,54.9618,1,1
-2.92172,53.202,1,1
-3.98321,51.6218,1,1
-2.6184,51.4541,1,1
-0.162906,51.5221,1,2
-1.51353,50.9224,1,2
-0.235067,50.8343,1,2
-1.29306,53.4194,1,1
-3.44851,51.6114,1,1
-0.380731,51.2856,1,2
0.700599,51.5389,1,2
-0.193372,51.375,1,2
-2.97137,53.3251,1,1
-2.15082,53.4843,1,1
-3.57771,54.5417,1,3
-1.0962,53.3007,1,1
-2.12199,53.5231,1,1
-0.133946,51.5922,1,2
-2.79047,53.4237,1,1
-0.493092,52.1196,1,2
-1.40385,54.8976,1,1
-2.59707,51.4522,1,1
-1.37002,50.9823,1,2
-0.215475,51.5048,1,2
-3.18465,51.4618,1,1
-4.09546,55.7928,1,3
-3.35451,51.6607,1,1
-2.89663,53.176,1,1
-4.29515,55.8519,1,3
-0.231354,51.5859,1,2
-4.62676,55.4707,1,3
-1.44137,50.9131,1,2
-1.38437,53.0975,1,1
-2.50288,51.4589,1,1
-0.133015,51.5375,1,2
-2.19905,51.8594,1,1
-2.78517,53.4218,1,1
-1.86556,52.4702,1,1
-1.78194,53.8298,1,1
-2.67337,51.63,1,1
-4.3632,55.8253,1,3
-2.46784,56.7143,1,3
-0.056773,51.5196,1,2
-4.52595,55.5991,1,3
0.181329,51.5763,1,2
-4.36013,55.88,1,3
-1.84673,50.7506,1,2
-2.13,52.5864,1,1
-1.5497,50.7572,1,2
-1.89476,50.7651,1,2
-3.04689,53.7961,1,1
-0.175928,51.5461,1,2
-3.89798,55.7634,1,3
-3.78051,51.5993,1,1
-2.3928,53.5125,1,1
-0.084032,51.3955,1,2
-1.89304,52.4327,1,1
-1.35492,53.7256,1,1
0.034016,51.4544,1,2
-3.10548,53.402,1,1
-2.27113,53.5399,1,1
-2.25054,53.4785,1,1
-0.35413,51.6037,1,2
-2.06467,53.0253,1,1
-1.78349,53.7935,1,1
-1.6126,54.999,1,1
-0.272076,51.3722,1,2
-2.02244,52.6495,1,1
-4.1858,50.407,1,1
-0.442074,52.1333,1,2
-0.075061,51.4585,1,2
-2.43934,53.5362,1,1
-0.099224,51.4971,1,2
-2.08389,53.4774,1,1
-2.15658,53.6169,1,1
-1.6404,53.8403,1,1
-1.35522,52.7186,1,1
-1.16138,50.6618,1,2
0.738097,51.361,1,2
0.298269,51.6026,1,2
-0.193061,51.5214,1,2
-0.009727,51.4878,1,2
-0.140794,50.8229,1,2
-1.5474,53.8386,1,1
-0.186411,51.4856,1,2
-2.624,53.4011,1,1
-2.24078,53.5097,1,1
-0.0164,51.563,1,2
-2.52089,53.4931,1,1
-1.33686,51.0602,1,2
0.081499,51.6467,1,2
-1.61563,54.9596,1,1
-1.35885,50.9975,1,2
-1.91117,53.8601,1,1
-1.49478,53.4369,1,1
-1.61474,54.9719,1,1
-1.97971,50.7133,1,2
-0.72356,52.3092,1,2
-0.950803,51.453,1,2
-3.58532,54.5465,1,3
0.248866,50.8061,1,2
-2.27929,52.3873,1,1
-3.54598,50.4668,1,1
1.1478,52.0522,1,2
1.35878,51.3808,1,2
-4.00232,55.8616,1,3
-1.3358,53.4289,1,1
